key,conference,title,acceptance,curated,themes,openreview_url
ICLR:10009772,ICLR 2026,Uncertainty as Feature Gaps: Epistemic Uncertainty Quantification of LLMs in Contextual Question-Answering,Accept (Poster),False,,https://openreview.net/forum?id=OWvvdl27CE
ICLR:10009773,ICLR 2026,From Observations to Events: Event-Aware World Models for Reinforcement Learning,Accept (Poster),False,,https://openreview.net/forum?id=OWkkFaq1IZ
ICLR:10009774,ICLR 2026,Efficient Best-of-Both-Worlds Algorithms for Contextual Combinatorial Semi-Bandits,Accept (Poster),False,,https://openreview.net/forum?id=OW2vWSdBgW
ICLR:10009775,ICLR 2026,PPE: Positional Preservation Embedding for Token Compression in Multimodal Large Language Models,Accept (Poster),False,,https://openreview.net/forum?id=OV0AoK7QEr
ICLR:10009776,ICLR 2026,Learning to Reason without External Rewards,Accept (Poster),False,,https://openreview.net/forum?id=OU9nFEYR2M
ICLR:10009777,ICLR 2026,DiscoX: Benchmarking Discourse-Level Translation in Expert Domains,Accept (Poster),False,,https://openreview.net/forum?id=OTCfZ6h8Pe
ICLR:10009778,ICLR 2026,Multi-Agent Guided Policy Optimization,Accept (Poster),False,,https://openreview.net/forum?id=OT8beoc0W0
ICLR:10009779,ICLR 2026,UniCalli: A Unified Diffusion Framework for Column-Level Generation and Recognition of Chinese Calligraphy,Accept (Poster),False,,https://openreview.net/forum?id=OSIPdrw56X
ICLR:10009780,ICLR 2026,Train-before-Test Harmonizes Language Model Rankings,Accept (Oral),False,,https://openreview.net/forum?id=ORv3SAzus1
ICLR:10009782,ICLR 2026,Winter Soldier: Backdooring Language Models at Pre-Training with Indirect Data Poisoning,Accept (Poster),False,,https://openreview.net/forum?id=ORKhJBFepG
ICLR:10009783,ICLR 2026,MM-HELIX: Boosting Multimodal Long-Chain Reflective Reasoning with Holistic Platform and Adaptive Hybrid Policy Optimization,Accept (Poster),False,,https://openreview.net/forum?id=ORCZ0wcPLm
ICLR:10009784,ICLR 2026,MoAlign: Motion-Centric Representation Alignment for Video Diffusion Models,Accept (Poster),False,,https://openreview.net/forum?id=OR0ySm4l9h
ICLR:10009785,ICLR 2026,DOPPLER: Dual-Policy Learning for Device Assignment in Asynchronous Dataflow Graphs,Accept (Poster),False,,https://openreview.net/forum?id=OQQK8gMC5H
ICLR:10009786,ICLR 2026,SeRI: Gradient-Free Sensitive Region Identification in Decision-Based Black-Box Attacks,Accept (Poster),False,,https://openreview.net/forum?id=OQOmOIIX9F
ICLR:10009787,ICLR 2026,Learn More with Less: Uncertainty Consistency Guided Query Selection for RLVR,Accept (Poster),False,,https://openreview.net/forum?id=OOTokVgBY6
ICLR:10009788,ICLR 2026,A Graph Meta-Network for Learning on Kolmogorov–Arnold Networks,Accept (Poster),False,,https://openreview.net/forum?id=ONpyYavBqR
ICLR:10009789,ICLR 2026,Markovian Transformers for Informative Language Modeling,Accept (Poster),False,,https://openreview.net/forum?id=OMjcX1Z6Uu
ICLR:10009790,ICLR 2026,CoT-Evo: Evolutionary Distillation of Chain-of-Thought for Scientific Reasoning,Accept (Poster),False,,https://openreview.net/forum?id=OMf3w00d95
ICLR:10009791,ICLR 2026,OpenFly: A COMPREHENSIVE PLATFORM FOR AERIAL VISION-LANGUAGE NAVIGATION,Accept (Poster),False,,https://openreview.net/forum?id=OKm3w71ymP
ICLR:10009792,ICLR 2026,FreeAdapt: Unleashing Diffusion Priors for Ultra-High-Definition Image Restoration,Accept (Poster),False,,https://openreview.net/forum?id=OKUGAxu6Ww
ICLR:10009793,ICLR 2026,Align Your Structures: Generating Trajectories with Structure Pretraining for Molecular Dynamics,Accept (Poster),False,,https://openreview.net/forum?id=OKQYMeWlGa
ICLR:10009794,ICLR 2026,On the Wasserstein Geodesic Principal Component Analysis of probability measures,Accept (Oral),False,,https://openreview.net/forum?id=OJupg4mDjS
ICLR:10009796,ICLR 2026,RoboOmni: Proactive Robot Manipulation in Omni-modal Context,Accept (Poster),False,,https://openreview.net/forum?id=OJh7oBCYhL
ICLR:10009797,ICLR 2026,Learning an Image Editing Model without Image Editing Pairs,Accept (Poster),False,,https://openreview.net/forum?id=OHqZ61ZqNO
ICLR:10009798,ICLR 2026,NIMO: a Nonlinear Interpretable MOdel,Accept (Poster),False,,https://openreview.net/forum?id=OHn8jDdpFk
ICLR:10009799,ICLR 2026,Multimodal LLM-assisted Evolutionary Search for Programmatic Control Policies,Accept (Poster),False,,https://openreview.net/forum?id=OHFNJoNtjW
ICLR:10009800,ICLR 2026,Test-Time Adaptation for LLM Agents via Environment Interaction,Accept (Poster),False,,https://openreview.net/forum?id=OH4PE0TDo0
ICLR:10009801,ICLR 2026,COMI: Coarse-to-fine Context Compression via Marginal Information Gain,Accept (Poster),False,,https://openreview.net/forum?id=OGDIXDfaN4
ICLR:10009802,ICLR 2026,LogiStory: A Logic-Aware Framework for Multi-Image Story Visualization,Accept (Poster),False,,https://openreview.net/forum?id=OG1JMhoBKU
ICLR:10009803,ICLR 2026,AssetFormer: Modular 3D Assets Generation with Autoregressive Transformer,Accept (Poster),False,,https://openreview.net/forum?id=ODB82HDp0V
ICLR:10009804,ICLR 2026,Texture Vector-Quantization and Reconstruction Aware Prediction for Generative Super-Resolution,Accept (Poster),False,,https://openreview.net/forum?id=OCN81ZmYYj
ICLR:10009805,ICLR 2026,WholeBodyVLA: Towards Unified Latent VLA for Whole-body Loco-manipulation Control,Accept (Poster),False,,https://openreview.net/forum?id=OCJmVjyzN7
ICLR:10009806,ICLR 2026,ARM-FM: Automated Reward Machines via Foundation Models for Compositional Reinforcement Learning,Accept (Poster),False,,https://openreview.net/forum?id=OBpQdCWLfd
ICLR:10009807,ICLR 2026,Embedding-Based Context-Aware Reranker,Accept (Poster),False,,https://openreview.net/forum?id=OBMcxeSK5U
ICLR:10009808,ICLR 2026,DaVinci: Reinforcing Visual-Structural Syntax in MLLMs for Generalized Scientific Diagram Parsing,Accept (Poster),False,,https://openreview.net/forum?id=OAXECnLxuk
ICLR:10009809,ICLR 2026,BLADE: Block-Sparse Attention Meets Step Distillation for Efficient Video Generation,Accept (Poster),False,,https://openreview.net/forum?id=O9J20MsmRl
ICLR:10009810,ICLR 2026,Beyond Softmax and Entropy: Convergence Rates of Policy Gradients with $\boldsymbol{f}$-SoftArgmax Parameterization $\&$ Coupled Regularization,Accept (Poster),False,,https://openreview.net/forum?id=O93c9H4SXc
ICLR:10009811,ICLR 2026,Obscure but Effective: Classical Chinese Jailbreak Prompt Optimization via Bio-Inspired Search,Accept (Poster),False,,https://openreview.net/forum?id=O7fxz7D6vf
ICLR:10009812,ICLR 2026,Enhancing Geometric Perception in VLMs via Translator-Guided Reinforcement Learning,Accept (Poster),False,,https://openreview.net/forum?id=O70LkLl3gW
ICLR:10009813,ICLR 2026,BOAD: Discovering Hierarchical Software Engineering Agents via Bandit Optimization,Accept (Poster),False,,https://openreview.net/forum?id=O6stE173BD
ICLR:10009814,ICLR 2026,Topology and geometry of the learning space of ReLU networks: connectivity and singularities,Accept (Poster),False,,https://openreview.net/forum?id=O4Oy7NsSwG
ICLR:10009815,ICLR 2026,Robust Optimization for Mitigating Reward Hacking with Correlated Proxies,Accept (Poster),False,,https://openreview.net/forum?id=O3shkBWM2s
ICLR:10009816,ICLR 2026,On the Interpolation Effect of Score Smoothing in Diffusion Models,Accept (Poster),False,,https://openreview.net/forum?id=O33LAUliUF
ICLR:10009817,ICLR 2026,ES-dLLM: Efficient Inference for Diffusion Large Language Models by Early-Skipping,Accept (Poster),False,,https://openreview.net/forum?id=O2WvMkJbws
ICLR:10009818,ICLR 2026,Flow Along the $K$-Amplitude for Generative Modeling,Accept (Poster),False,,https://openreview.net/forum?id=O224NIizhz
ICLR:10009819,ICLR 2026,PrefDisco: Benchmarking Proactive Personalized Reasoning,Accept (Poster),False,,https://openreview.net/forum?id=O1hfVE0UxG
ICLR:10009820,ICLR 2026,STEDiff: Revealing the Spatial and Temporal Redundancy of Backdoor Attacks in Text-to-Image Diffusion Models,Accept (Poster),False,,https://openreview.net/forum?id=O02qsgSUtY
ICLR:10009821,ICLR 2026,CryoNet.Refine: A One-step Diffusion Model for Rapid Refinement of Structural Models with Cryo-EM Density Map Restraints,Accept (Poster),False,,https://openreview.net/forum?id=NwzY2yhlme
ICLR:10009822,ICLR 2026,STEER AWAY FROM MODE COLLISIONS: IMPROVING COMPOSITION IN DIFFUSION MODELS,Accept (Poster),False,,https://openreview.net/forum?id=NwgwWxrD0l
ICLR:10009823,ICLR 2026,Learning Unified Representation of 3D Gaussian Splatting,Accept (Poster),False,,https://openreview.net/forum?id=NvpVtGG6hk
ICLR:10009824,ICLR 2026,ABBA-Adapters: Efficient and Expressive Fine-Tuning of Foundation Models,Accept (Poster),False,,https://openreview.net/forum?id=NvSRYp0oaX
ICLR:10009825,ICLR 2026,Improving Semantic Proximity in Information Retrieval through Cross-Lingual Alignment,Accept (Poster),False,,https://openreview.net/forum?id=NvKvW5k6Kk
ICLR:10009826,ICLR 2026,Scalable In-Context Q-Learning,Accept (Poster),False,,https://openreview.net/forum?id=NuGAhTDYTd
ICLR:10009827,ICLR 2026,PepBenchmark: A Standardized Benchmark for Peptide Machine Learning,Accept (Poster),False,,https://openreview.net/forum?id=NskQgtSdll
ICLR:10009828,ICLR 2026,Training-free Counterfactual Explanation for Temporal Graph Model Inference,Accept (Poster),False,,https://openreview.net/forum?id=NqtYz3A8tQ
ICLR:10009829,ICLR 2026,Incentives in Federated Learning with Heterogeneous Agents,Accept (Poster),False,,https://openreview.net/forum?id=Nqjyrvh3pf
ICLR:10009830,ICLR 2026,Dynamic Early Exit in Reasoning Models,Accept (Poster),False,,https://openreview.net/forum?id=NpU7ZXafRi
ICLR:10009831,ICLR 2026,References Improve LLM Alignment in Non-Verifiable Domains,Accept (Poster),False,,https://openreview.net/forum?id=NoZgrya6Ua
ICLR:10009832,ICLR 2026,Look-ahead Reasoning with a Learned Model in Imperfect Information Games,Accept (Poster),False,,https://openreview.net/forum?id=NnBbr4hI8a
ICLR:10009833,ICLR 2026,Riemannian Variational Flow Matching for Material and Protein Design,Accept (Poster),False,,https://openreview.net/forum?id=NlnDselrtl
ICLR:10009834,ICLR 2026,Emergent Hierarchical Reasoning in LLMs through Reinforcement Learning,Accept (Poster),False,,https://openreview.net/forum?id=NlkykTqAId
ICLR:10009835,ICLR 2026,Let's Explore Step by Step: Generating Provable Formal Statements with Deductive Exploration,Accept (Poster),False,,https://openreview.net/forum?id=Njrkeo3DiJ
ICLR:10009836,ICLR 2026,Alternating Diffusion for Proximal Sampling with Zeroth Order Queries,Accept (Poster),False,,https://openreview.net/forum?id=NjjRuJuMTd
ICLR:10009837,ICLR 2026,Divide and Abstract: Autoformalization via Decomposition and Abstraction Learning,Accept (Poster),False,,https://openreview.net/forum?id=NjgaeXNit3
ICLR:10009838,ICLR 2026,Seesaw: Accelerating Training by Balancing Batch Size and Learning Rate Scheduling,Accept (Poster),True,Optimizer; Training dynamics,https://openreview.net/forum?id=Nj0XBF2o7z
ICLR:10009839,ICLR 2026,UniSplat: Unified Spatio-Temporal Fusion via 3D Latent Scaffolds for Dynamic Driving Scene Reconstruction,Accept (Poster),False,,https://openreview.net/forum?id=Ng2VDbKD4r
ICLR:10009840,ICLR 2026,Explore-on-Graph: Incentivizing Autonomous Exploration of Large Language Models on Knowledge Graphs with Path-refined Reward Modeling,Accept (Poster),False,,https://openreview.net/forum?id=NfuBj8jleE
ICLR:10009841,ICLR 2026,PAGE-4D: Disentangled Pose and Geometry Estimation for VGGT-4D Perception,Accept (Poster),False,,https://openreview.net/forum?id=Nfmzp5PBzr
ICLR:10009842,ICLR 2026,Learning from Algorithm Feedback: One-Shot SAT Solver Guidance with GNNs,Accept (Poster),False,,https://openreview.net/forum?id=NfWrLOKnfk
ICLR:10009843,ICLR 2026,Universal Value-Function Uncertainties,Accept (Poster),False,,https://openreview.net/forum?id=NeAzH9u2jh
ICLR:10009844,ICLR 2026,NextStep-1: Toward Autoregressive Image Generation with Continuous Tokens at Scale,Accept (Oral),False,,https://openreview.net/forum?id=Ndnwg9oOQO
ICLR:10009846,ICLR 2026,Understanding the Mixture-of-Experts with Nadaraya-Watson Kernel,Accept (Poster),False,,https://openreview.net/forum?id=NdDlqHV1md
ICLR:10009847,ICLR 2026,BiasFreeBench: a Benchmark for Mitigating Bias in Large Language Model Responses,Accept (Poster),False,,https://openreview.net/forum?id=Ncf2LFDT4e
ICLR:10009848,ICLR 2026,ST-HHOL: Spatio-Temporal Hierarchical Hypergraph Online Learning for Crime Prediction,Accept (Poster),False,,https://openreview.net/forum?id=Nc3dl43s5Z
ICLR:10009849,ICLR 2026,MAGREF: Masked Guidance for Any-Reference Video Generation with Subject Disentanglement,Accept (Poster),False,,https://openreview.net/forum?id=Nbl43eAVaE
ICLR:10009850,ICLR 2026,"Many Eyes, One Mind: Temporal Multi-Perspective and Progressive Distillation for Spiking Neural Networks",Accept (Poster),False,,https://openreview.net/forum?id=NbdEDRRsCI
ICLR:10009851,ICLR 2026,GUI-Shift: Enhancing VLM-Based GUI Agents through Self-supervised Reinforcement Learning,Accept (Poster),False,,https://openreview.net/forum?id=NakMHPljT7
ICLR:10009852,ICLR 2026,Steering Autoregressive Music Generation with Recursive Feature Machines,Accept (Poster),False,,https://openreview.net/forum?id=NaHzPMaCY9
ICLR:10009853,ICLR 2026,Learning to Grasp Anything By Playing with Random Toys,Accept (Poster),False,,https://openreview.net/forum?id=NZDaMcpXZm
ICLR:10009854,ICLR 2026,"Incomplete Data, Complete Dynamics: A Diffusion Approach",Accept (Poster),False,,https://openreview.net/forum?id=NYvvkBlSX2
ICLR:10009855,ICLR 2026,"Fair in Mind, Fair in Action? A Synchronous Benchmark for Understanding and Generation in UMLLMs",Accept (Poster),False,,https://openreview.net/forum?id=NYphgYTloq
ICLR:10009856,ICLR 2026,Implicit Bias and Loss of Plasticity in Matrix Completion: Depth Promotes Low-Rankness,Accept (Poster),True,Optimizer; Training dynamics,https://openreview.net/forum?id=NYOYJr988x
ICLR:10009857,ICLR 2026,PaAno: Patch-Based Representation Learning for Time-Series Anomaly Detection,Accept (Poster),False,,https://openreview.net/forum?id=NXThkM7Iym
ICLR:10009858,ICLR 2026,CompMarkGS: Robust Watermarking for Compressed 3D Gaussian Splatting,Accept (Poster),False,,https://openreview.net/forum?id=NXQvejGBFx
ICLR:10009859,ICLR 2026,HGNet: Scalable Foundation Model for Automated Knowledge Graph Generation from Scientific Literature,Accept (Poster),False,,https://openreview.net/forum?id=NWd53rltx8
ICLR:10009860,ICLR 2026,Token-Efficient Long-Term Interest Sketching and Internalized Reasoning for LLM-based Recommendation,Accept (Poster),False,,https://openreview.net/forum?id=NVrXCKaEjM
ICLR:10009861,ICLR 2026,Revisual-R1: Advancing Multimodal Reasoning From Optimized Cold Start to Staged Reinforcement Learning,Accept (Poster),False,,https://openreview.net/forum?id=NTo6f6GENJ
ICLR:10009862,ICLR 2026,GneissWeb: Preparing High Quality Data for LLMs at Scale,Accept (Poster),False,,https://openreview.net/forum?id=NRWUAo075J
ICLR:10009863,ICLR 2026,Arbitrary-Order Block SignSGD for Memory-Efficient LLM Fine-Tuning,Accept (Poster),False,,https://openreview.net/forum?id=NQsdnYkCar
ICLR:10009864,ICLR 2026,Unified 3D Scene Understanding Through Physical World Modeling,Accept (Poster),False,,https://openreview.net/forum?id=NQq9JLMfNN
ICLR:10009865,ICLR 2026,Active Learning for Decision Trees with Provable Guarantees,Accept (Poster),False,,https://openreview.net/forum?id=NOkjJPJIit
ICLR:10009866,ICLR 2026,Intrinsic Lorentz Neural Network,Accept (Poster),False,,https://openreview.net/forum?id=NNnkLi1ALt
ICLR:10009867,ICLR 2026,FZOO: Fast Zeroth-Order Optimizer for Fine‑Tuning Large Language Models towards Adam‑Scale Speed,Accept (Poster),True,Optimizer,https://openreview.net/forum?id=NMlF3YjS8E
ICLR:10009868,ICLR 2026,ChronoPlay: A Framework for Modeling Dual Dynamics and Authenticity in Game RAG Benchmarks,Accept (Poster),False,,https://openreview.net/forum?id=NLFxQedK9y
ICLR:10009869,ICLR 2026,Fractional-Order Spiking Neural Network,Accept (Poster),False,,https://openreview.net/forum?id=NJhBSLJ0nL
ICLR:10009870,ICLR 2026,Horseshoe Splatting: Handling Structural Sparsity for Uncertainty-Aware Gaussian-Splatting Radiance Field Rendering,Accept (Poster),False,,https://openreview.net/forum?id=NHuyk9KsG6
ICLR:10009871,ICLR 2026,Exploring Interpretability for Visual Prompt Tuning with Cross-layer Concepts,Accept (Poster),False,,https://openreview.net/forum?id=NHP2Y8IVMU
ICLR:10009872,ICLR 2026,Label-Free Mitigation of Spurious Correlations in VLMs using Sparse Autoencoders,Accept (Poster),False,,https://openreview.net/forum?id=NHOLsaHuFv
ICLR:10009873,ICLR 2026,Setting up for failure: automatic discovery of the neural mechanisms of cognitive errors,Accept (Poster),False,,https://openreview.net/forum?id=NGThArVrD3
ICLR:10009874,ICLR 2026,Iterative Distillation for Reward-Guided Fine-Tuning of Diffusion Models in Biomolecular Design,Accept (Poster),False,,https://openreview.net/forum?id=NFffW9tBmC
ICLR:10009875,ICLR 2026,In-Context Learning for Pure Exploration,Accept (Poster),False,,https://openreview.net/forum?id=NFCNFvDYfE
ICLR:10009876,ICLR 2026,The Geometry of LLM Quantization: GPTQ as Babai's Nearest Plane Algorithm,Accept (Poster),False,,https://openreview.net/forum?id=NFB4QGGS65
ICLR:10009877,ICLR 2026,MMPD: Diverse Time Series Forecasting via Multi-Mode Patch Diffusion Loss,Accept (Poster),False,,https://openreview.net/forum?id=NEUgHT8dvH
ICLR:10009878,ICLR 2026,Towards Bridging the Gap between Large-Scale Pretraining and Efficient Finetuning for Humanoid Control,Accept (Poster),False,,https://openreview.net/forum?id=NEOTsyyYH7
ICLR:10009879,ICLR 2026,Fine-Grained Class-Conditional Distribution Balancing for Debiased Learning,Accept (Poster),False,,https://openreview.net/forum?id=NEFldJX4zb
ICLR:10009880,ICLR 2026,Understanding the Dynamics of Forgetting and Generalization in Continual Learning via the Neural Tangent Kernel,Accept (Poster),False,,https://openreview.net/forum?id=NE2yIxdo1w
ICLR:10009881,ICLR 2026,VERIFY: A Novel Multi-Domain Dataset Grounding LTL in Contextual Natural Language via Provable Intermediate Logic,Accept (Poster),False,,https://openreview.net/forum?id=NChBLvOr7I
ICLR:10009882,ICLR 2026,CollectiveKV: Decoupling and Sharing Collaborative Information in Sequential Recommendation,Accept (Poster),False,,https://openreview.net/forum?id=NCecQKw1Ni
ICLR:10009883,ICLR 2026,Local Geometry Attention for Time Series Forecasting under Realistic Corruptions,Accept (Poster),False,,https://openreview.net/forum?id=NCQPCxN7ds
ICLR:10009884,ICLR 2026,Attention as a Compass: Efficient Exploration for Process-Supervised RL in Reasoning Models,Accept (Poster),False,,https://openreview.net/forum?id=NCN8oUsiNf
ICLR:10009885,ICLR 2026,From Broad Exploration to Stable Synthesis: Entropy-Guided Optimization for Autoregressive Image Generation,Accept (Poster),False,,https://openreview.net/forum?id=NCLjpR2MDq
ICLR:10009886,ICLR 2026,Video-STAR: Reinforcing Open-Vocabulary Action Recognition with Tools,Accept (Poster),False,,https://openreview.net/forum?id=NBOHB6aYZh
ICLR:10009887,ICLR 2026,Gradient-Based Program Synthesis with Neurally Interpreted Languages,Accept (Poster),False,,https://openreview.net/forum?id=NAORIWBaoO
ICLR:10009888,ICLR 2026,Efficient Ensemble Conditional Independence Test Framework for Causal Discovery,Accept (Poster),False,,https://openreview.net/forum?id=N9RyL52z7y
ICLR:10009889,ICLR 2026,Variation-aware Flexible 3D Gaussian Editing,Accept (Poster),False,,https://openreview.net/forum?id=N8PDzscNhg
ICLR:10009890,ICLR 2026,OptimalThinkingBench: Evaluating Over and Underthinking in LLMs,Accept (Poster),False,,https://openreview.net/forum?id=N5kWa3sRJt
ICLR:10009891,ICLR 2026,Stochastic Optimal Control for Continuous-Time fMRI Representation Learning,Accept (Poster),False,,https://openreview.net/forum?id=N51nP3TBwR
ICLR:10009892,ICLR 2026,Enough is as good as a feast: A Comprehensive Analysis of How Reinforcement Learning Mitigates Task Conflicts in LLMs,Accept (Poster),False,,https://openreview.net/forum?id=N4l4Jp50R4
ICLR:10009893,ICLR 2026,FlexLinearAttention: Compiling a Unified Abstraction into Scalable Kernels for Linear Attention,Accept (Poster),True,Matrix computation,https://openreview.net/forum?id=N4jJQvQSiN
ICLR:10009894,ICLR 2026,Mango-GS: Enhancing Spatio-Temporal Consistency in Dynamic Scenes Reconstruction using Multi-Frame Node-Guided 4D Gaussian Splatting,Accept (Poster),False,,https://openreview.net/forum?id=N4VKlSxCLc
ICLR:10009895,ICLR 2026,JanusCoder: Towards a Foundational Visual-Programmatic Interface for Code Intelligence,Accept (Poster),False,,https://openreview.net/forum?id=N4BB09TXad
ICLR:10009896,ICLR 2026,Compositional amortized inference for large-scale hierarchical Bayesian models,Accept (Poster),False,,https://openreview.net/forum?id=N3XCVHZGW5
ICLR:10009897,ICLR 2026,TAPTRv3: Spatial and Temporal Context Foster Robust Tracking of Any Point in Long Video,Accept (Poster),False,,https://openreview.net/forum?id=N3WAcxTX6J
ICLR:10009898,ICLR 2026,"RL Squeezes, SFT Expands: A Comparative Study of Reasoning LLMs",Accept (Poster),False,,https://openreview.net/forum?id=N2lMNqJsBw
ICLR:10009899,ICLR 2026,Experience-based Knowledge Correction for Robust Planning in Minecraft,Accept (Poster),False,,https://openreview.net/forum?id=N22lDHYrXe
ICLR:10009900,ICLR 2026,SVD Provably Denoises Nearest Neighbor Data,Accept (Poster),True,Matrix computation,https://openreview.net/forum?id=N1kiOll2EN
ICLR:10009901,ICLR 2026,Discrete Guidance Matching: Exact Guidance for Discrete Flow Matching,Accept (Poster),False,,https://openreview.net/forum?id=N1RYhOg6ib
ICLR:10009902,ICLR 2026,Training-Free Text-Guided Color Editing with Multi-Modal Diffusion Transformer,Accept (Poster),False,,https://openreview.net/forum?id=N1DfzTVuUY
ICLR:10009903,ICLR 2026,SmartChunk Retrieval: Query-Aware Chunk Compression with Planning for Efficient Document RAG,Accept (Poster),False,,https://openreview.net/forum?id=Myti1QwL2t
ICLR:10009904,ICLR 2026,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,Accept (Poster),False,,https://openreview.net/forum?id=MuCDzH0ctf
ICLR:10009905,ICLR 2026,TCD-Arena: Assessing Robustness of Time Series Causal Discovery Methods Against Assumption Violations,Accept (Poster),False,,https://openreview.net/forum?id=MtdrOCLAGY
ICLR:10009906,ICLR 2026,WebWeaver: Structuring Web-Scale Evidence with Dynamic Outlines for Open-Ended Deep Research,Accept (Poster),False,,https://openreview.net/forum?id=MtNCJjlrKt
ICLR:10009907,ICLR 2026,HippoTune: A Hippocampal Associative Loop–Inspired Fine-Tuning Method for Continual Learning,Accept (Poster),False,,https://openreview.net/forum?id=MtDiLnnYgm
ICLR:10009908,ICLR 2026,M$^2$-Miner: Multi-Agent Enhanced MCTS for Mobile GUI Agent Data Mining,Accept (Poster),False,,https://openreview.net/forum?id=Ms9MMN8STj
ICLR:10009909,ICLR 2026,One for Two: A Unified Framework for Imbalanced Graph Classification via Dynamic Balanced Prototype,Accept (Oral),False,,https://openreview.net/forum?id=MraQM41SNS
ICLR:10009911,ICLR 2026,GeoGramBench: Benchmarking the Geometric Program Reasoning in Modern LLMs,Accept (Poster),False,,https://openreview.net/forum?id=MrJoBgN1VO
ICLR:10009912,ICLR 2026,Coupling Experts and Routers in Mixture-of-Experts via an Auxiliary Loss,Accept (Oral),False,,https://openreview.net/forum?id=MpeyjgWbKt
ICLR:10009914,ICLR 2026,Enforcing Axioms for AI Alignment under Loss-Based Rules,Accept (Poster),False,,https://openreview.net/forum?id=MpYSoTK65s
ICLR:10009915,ICLR 2026,HDR-NSFF: High Dynamic Range Neural Scene Flow Fields,Accept (Poster),False,,https://openreview.net/forum?id=MoRmmDiKAo
ICLR:10009916,ICLR 2026,TRIM: Hybrid Inference via Targeted Stepwise Routing in Multi-Step Reasoning Tasks,Accept (Poster),False,,https://openreview.net/forum?id=MoKrugWUfC
ICLR:10009917,ICLR 2026,IGU-LoRA: Adaptive Rank Allocation via Integrated Gradients and Uncertainty-Aware Scoring,Accept (Poster),False,,https://openreview.net/forum?id=MnToYQx9My
ICLR:10009918,ICLR 2026,Biologically Plausible Learning via Bidirectional Spike-Based Distillation,Accept (Poster),False,,https://openreview.net/forum?id=MmWZ2xVJ7z
ICLR:10009919,ICLR 2026,Exploratory Causal Inference in SAEnce,Accept (Oral),False,,https://openreview.net/forum?id=Ml8t8kQMUP
ICLR:10009921,ICLR 2026,Peng's Q($\lambda$) for Conservative Value Estimation in Offline Reinforcement Learning,Accept (Poster),False,,https://openreview.net/forum?id=Ml4AtrrfQT
ICLR:10009922,ICLR 2026,When Language Models Lose Their Mind: The Consequences of Brain Misalignment,Accept (Poster),False,,https://openreview.net/forum?id=MkrsbXl1GI
ICLR:10009923,ICLR 2026,Spike-based Digital Brain: a novel fundamental model for brain activity analysis,Accept (Poster),False,,https://openreview.net/forum?id=Mkjcuo6PN4
ICLR:10009924,ICLR 2026,From Collapse to Control: Understanding and Extending Context Length in Emerging Hybrid Models via Universal Position Interpolation,Accept (Poster),False,,https://openreview.net/forum?id=MjmORKLHUI
ICLR:10009925,ICLR 2026,WAVE: Learning Unified & Versatile Audio-Visual Embeddings with Multimodal LLM,Accept (Oral),False,,https://openreview.net/forum?id=MiV3WXDYJb
ICLR:10009927,ICLR 2026,Actions Speak Louder than Prompts: A Large-Scale Study of LLMs for Graph Inference,Accept (Oral),False,,https://openreview.net/forum?id=MgJUj9Sk3C
ICLR:10009929,ICLR 2026,Unlocking Long-Horizon Agentic Search with Large-Scale End-to-End RL,Accept (Poster),False,,https://openreview.net/forum?id=MfPDdPUGKi
ICLR:10009930,ICLR 2026,Neural Theorem Proving for Verification Conditions: A Real-World Benchmark,Accept (Poster),False,,https://openreview.net/forum?id=MfDyickxQA
ICLR:10009931,ICLR 2026,In-the-Flow Agentic System Optimization for Effective Planning and Tool Use,Accept (Oral),False,,https://openreview.net/forum?id=Mf5AleTUVK
ICLR:10009933,ICLR 2026,Multimodal Dataset Distillation via Phased Teacher Models,Accept (Poster),False,,https://openreview.net/forum?id=Me4AON8160
ICLR:10009934,ICLR 2026,OptMerge: Unifying Multimodal LLM Capabilities and Modalities via Model Merging,Accept (Poster),False,,https://openreview.net/forum?id=Me0n0iESJY
ICLR:10009935,ICLR 2026,Multimodal Classification via Total Correlation Maximization,Accept (Poster),False,,https://openreview.net/forum?id=MbQhdzAhSl
ICLR:10009936,ICLR 2026,ChronoEdit: Towards Temporal Reasoning for In-Context Image Editing and World Simulation,Accept (Poster),False,,https://openreview.net/forum?id=MbMzoQ91Gk
ICLR:10009937,ICLR 2026,Enhancing Visual Token Representations for Video Large Language Models via Training-free Spatial-Temporal Pooling and Gridding,Accept (Poster),False,,https://openreview.net/forum?id=MZi9SYPVz5
ICLR:10009938,ICLR 2026,DriveMamba: Task-Centric Scalable State Space Model for Efficient End-to-End Autonomous Driving,Accept (Poster),False,,https://openreview.net/forum?id=MY0NHvqzi2
ICLR:10009939,ICLR 2026,Implicit 4D Gaussian Splatting for Fast Motion with Large Inter-Frame Displacements,Accept (Poster),False,,https://openreview.net/forum?id=MWtXs60n38
ICLR:10009940,ICLR 2026,Empowering Efficiency and Efficacy in WebAgent via Enabling Info-Rich Seeking,Accept (Poster),False,,https://openreview.net/forum?id=MVFGY1nS6b
ICLR:10009941,ICLR 2026,VideoChat-Flash: Hierarchical Compression for Long-Context Video Modeling,Accept (Poster),False,,https://openreview.net/forum?id=MUjdNcfNPv
