key,conference,title,selected,candidate_pass,openreview_url
ICML:66022,ICML,AdaSplash-2: Faster Differentiable Sparse Attention,True,matrix_candidates,https://openreview.net/forum?id=7qpvff2gWI
ICML:61819,ICML,LiMuon: Light and Fast Muon Optimizer for Large Models,False,matrix_candidates,https://openreview.net/forum?id=mf8N8PTUAa
ICML:61606,ICML,Randomized Advantage Transformation (RAT): Computing Natural Policy Gradients via Direct Backpropagation,True,matrix_candidates,https://openreview.net/forum?id=oVtiySvpXz
ICML:61325,ICML,Local Hessian Spectral Filtering for Robust Intrinsic Dimension Estimation,True,matrix_candidates,https://openreview.net/forum?id=rJ2gMA21ZW
ICML:66224,ICML,Deterministic Inference across Tensor Parallel Sizes That Eliminates Training-Inference Mismatch,True,matrix_candidates,https://openreview.net/forum?id=5eZmlUyFpl
ICML:62023,ICML,Compass-RoPE: Isotropic Rotary Position Embeddings for Vision Transformers,False,matrix_candidates,https://openreview.net/forum?id=kbIXDF7PD0
ICML:65866,ICML,Thinking in Flow: A Dissipative Stabilization Operator for Robust Autoregressive Reasoning,False,matrix_candidates,https://openreview.net/forum?id=9IQpUEKOGM
ICML:66393,ICML,Towards Understanding Continual Factual Knowledge Acquisition of Language Models: From Theory to Algorithm,False,matrix_candidates,https://openreview.net/forum?id=47xV4icN1B
ICML:65835,ICML,Riemannian Optimization for Fair Spectral Clustering,False,matrix_candidates,https://openreview.net/forum?id=9crQp1ibCx
ICML:62202,ICML,RAPNet: Accelerating Algebraic Multigrid with Learned Sparse Corrections,True,matrix_candidates,https://openreview.net/forum?id=iiNPaOvuwj
ICML:62394,ICML,Inference of Online Newton Methods with Nesterov's Accelerated Sketching,True,matrix_candidates,https://openreview.net/forum?id=h2uxKKK4WZ
ICML:62453,ICML,CrispEdit: Low-Curvature Projections for Scalable Non-Destructive LLM Editing,False,matrix_candidates,https://openreview.net/forum?id=gTHlB3WK0l
ICML:60759,ICML,MODEL SOUPS NEED ONLY ONE INGREDIENT,False,matrix_candidates,https://openreview.net/forum?id=wuWRCajFj8
ICML:65395,ICML,Unlearning Isn't Deletion: Investigating Reversibility of Machine Unlearning in LLMs,False,matrix_candidates,https://openreview.net/forum?id=E5SVowO13b
ICML:63117,ICML,FOAM: Frequency and Operator-Error Based Adaptive Damping Method for Reducing Staleness-Oriented Error for Shampoo,True,matrix_candidates,https://openreview.net/forum?id=ZwFJbTzJP9
ICML:62675,ICML,An Exponential Separation Between Quantum and Quantum-Inspired Classical Algorithms for Linear Systems,False,matrix_candidates,https://openreview.net/forum?id=eTUljZ6e8c
ICML:61372,ICML,Diversity-Aware Recursive Feature Multiple Kernel Learning,False,matrix_candidates,https://openreview.net/forum?id=quS6FErXG8
ICLR:10006401,ICLR,Lightweight Transformer for EEG Classification via Balanced Signed Graph Algorithm Unrolling,False,matrix_candidates,https://openreview.net/forum?id=zxsLio384j
ICLR:10006413,ICLR,WSVD: Weighted Low-Rank Approximation for Fast and Efficient Execution of Low-Precision Vision-Language Models,True,matrix_candidates,https://openreview.net/forum?id=zrmQ4koOw9
ICLR:10006478,ICLR,Bridging the Gap Between Promise and Performance for Microscaling FP4 Quantization,False,matrix_candidates,https://openreview.net/forum?id=zCBGe9AqJZ
ICLR:10006553,ICLR,The Polar Express: Optimal Matrix Sign Methods and their Application to the Muon Algorithm,True,matrix_candidates,https://openreview.net/forum?id=yRtgZ1K8hO
ICLR:10006560,ICLR,Constant Degree Matrix-Driven Incomplete Multi-View Clustering via Connectivity-Structure and Embedding Tensor Learning,False,matrix_candidates,https://openreview.net/forum?id=yMMb3rCuNM
ICLR:10006571,ICLR,COSMO-INR: Complex Sinusoidal Modulation for Implicit Neural Representations,False,matrix_candidates,https://openreview.net/forum?id=yGJrvSU6wK
ICLR:10006633,ICLR,MesaNet: Sequence Modeling by Locally Optimal Test-Time Training,True,matrix_candidates,https://openreview.net/forum?id=xa3OnTb6c3
ICLR:10006648,ICLR,Quantized Gradient Projection for Memory-Efficient Continual Learning,False,matrix_candidates,https://openreview.net/forum?id=xJtxpJ6QdD
ICLR:10006705,ICLR,Cascadia: An Efficient Cascade Serving System for Large Language Models,False,matrix_candidates,https://openreview.net/forum?id=wkrWbrHTJQ
ICLR:10006712,ICLR,DistillKac: Few-Step Image Generation via Damped Wave Equations,False,matrix_candidates,https://openreview.net/forum?id=wdodgzllZw
ICLR:10006756,ICLR,ConvT3: Structured State Kernels for Convolutional State Space Models,True,matrix_candidates,https://openreview.net/forum?id=w7csRoB5CO
ICLR:10006790,ICLR,Free Energy Mixer,False,matrix_candidates,https://openreview.net/forum?id=vjQnKToCnV
ICLR:10006798,ICLR,KBVQ-MoE: KLT-guided SVD with Bias-Corrected Vector Quantization for MoE Large Language Models,True,matrix_candidates,https://openreview.net/forum?id=veFs5UfYq9
ICLR:10006812,ICLR,Sculpting Subspaces: Constrained Full Fine-Tuning in LLMs for Continual Learning,False,matrix_candidates,https://openreview.net/forum?id=vQcyqsGJDw
ICLR:10006848,ICLR,SumRA: Parameter Efficient Fine-tuning with Singular Value Decomposition and Summed Orthogonal Basis,False,matrix_candidates,https://openreview.net/forum?id=v23Pqcm6qp
ICLR:10006856,ICLR,MOSS: Efficient and Accurate FP8 LLM Training with Microscaling and Automatic Scaling,False,matrix_candidates,https://openreview.net/forum?id=uvgJM9RQ6T
ICLR:10006920,ICLR,Decomposing LLM Computation with Jets,True,matrix_candidates,https://openreview.net/forum?id=u6JLh0BO5h
ICLR:10006932,ICLR,Time-Gated Multi-Scale Flow Matching for Time-Series Imputation,False,matrix_candidates,https://openreview.net/forum?id=txvc61ONbs
ICLR:10006941,ICLR,Sequential Parallel Duality in Prefix Scannable Models,True,matrix_candidates,https://openreview.net/forum?id=tuLF84azND
ICLR:10007097,ICLR,Influence without Confounding: Causal Discovery from Temporal Data with Long-term Carry-over Effects,False,matrix_candidates,https://openreview.net/forum?id=s0nYSwlV3I
ICLR:10007112,ICLR,Accelerating Eigenvalue Dataset Generation via Chebyshev Subspace Filter,True,matrix_candidates,https://openreview.net/forum?id=rrbCQT7JKX
ICLR:10007237,ICLR,No outlier channels but with outlier blocks,False,matrix_candidates,https://openreview.net/forum?id=qVQVVZMRVT
ICLR:10007255,ICLR,MOAI: Module-Optimizing Architecture for Non-Interactive Secure Transformer Inference,False,matrix_candidates,https://openreview.net/forum?id=qJn4HtTzhH
ICLR:10007307,ICLR,Terminal Velocity Matching,False,matrix_candidates,https://openreview.net/forum?id=plISxvVf6j
ICLR:10007309,ICLR,SSDi8: Accurate and Efficient 8-bit Quantization for State Space Duality,True,matrix_candidates,https://openreview.net/forum?id=pjMDZJd4rT
ICLR:10007366,ICLR,On learning linear dynamical systems in context with attention layers,False,matrix_candidates,https://openreview.net/forum?id=os7OLubIMI
ICLR:10007369,ICLR,The Natural Geometry of Code: Hyperbolic Representation Learning for Program Reasoning,False,matrix_candidates,https://openreview.net/forum?id=oq4jXWaFyH
ICLR:10007384,ICLR,Latent Fourier Transform,False,matrix_candidates,https://openreview.net/forum?id=ogMxCjdCCq
ICLR:10007478,ICLR,Corner Gradient Descent,False,matrix_candidates,https://openreview.net/forum?id=nOXCfIdhD9
ICLR:10007491,ICLR,Maximizing Asynchronicity in Event-based Neural Networks,False,matrix_candidates,https://openreview.net/forum?id=nGbhxxdhqz
ICLR:10007493,ICLR,SERQ: Saliency-Aware Low-Rank Error Reconstruction for LLM Quantization,True,matrix_candidates,https://openreview.net/forum?id=nFjj8NEBqv
ICLR:10007520,ICLR,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,False,matrix_candidates,https://openreview.net/forum?id=mzAchylAtf
ICLR:10007539,ICLR,Beyond Student: An Asymmetric Network for Neural Network Inheritance,False,matrix_candidates,https://openreview.net/forum?id=mp67iSM7qn
ICLR:10007581,ICLR,Log-Linear Attention,True,matrix_candidates,https://openreview.net/forum?id=mOJgZWkXKW
ICLR:10007672,ICLR,RADAR: Learning to Route with Asymmetry-aware Distance Representations,False,matrix_candidates,https://openreview.net/forum?id=lWdxX5s9T1
ICLR:10007694,ICLR,"Converge Faster, Talk Less: Hessian-Informed Federated Zeroth-Order Optimization",False,matrix_candidates,https://openreview.net/forum?id=lJqssVKeR7
ICLR:10007695,ICLR,Convergence of Muon with Newton-Schulz,False,matrix_candidates,https://openreview.net/forum?id=lJSfxtLpLm
ICLR:10007738,ICLR,RESA: Bringing Back What Sparse Attention Ignores with Residual Estimation,False,matrix_candidates,https://openreview.net/forum?id=ktcq26hMCH
ICLR:10007924,ICLR,Group Representational Position Encoding,False,matrix_candidates,https://openreview.net/forum?id=itoNJ3gJl2
ICLR:10007967,ICLR,UniQL: Unified Quantization and Low-rank Compression for Adaptive Edge LLMs,True,matrix_candidates,https://openreview.net/forum?id=iOGu4wtDTF
ICLR:10008125,ICLR,Learning to Adapt: In-Context Learning Beyond Stationarity,False,matrix_candidates,https://openreview.net/forum?id=giA3v1Lo0G
ICLR:10008179,ICLR,SketchingReality: From Freehand Scene Sketches to Photorealistic Images,False,matrix_candidates,https://openreview.net/forum?id=g5QqkCLbog
ICLR:10008223,ICLR,HiCache: A Plug-in Scaled-Hermite Upgrade for Taylor-Style Cache-then-Forecast Diffusion Acceleration,False,matrix_candidates,https://openreview.net/forum?id=faYbbo1KsQ
ICLR:10008307,ICLR,IMSE: Intrinsic Mixture of Spectral Experts Fine-tuning for Test-Time Adaptation,False,matrix_candidates,https://openreview.net/forum?id=eZO38vANPM
ICLR:10008317,ICLR,BoRA: Towards More Expressive Low-Rank Adaptation with Block Diversity,False,matrix_candidates,https://openreview.net/forum?id=eUMJXFgMjM
ICLR:10008337,ICLR,Task-Adaptive Parameter-Efficient Fine-Tuning for Weather Foundation Models,False,matrix_candidates,https://openreview.net/forum?id=eFExhM3tKr
ICLR:10008340,ICLR,SLA: Beyond Sparsity in Diffusion Transformers via Fine-Tunable Sparse–Linear Attention,False,matrix_candidates,https://openreview.net/forum?id=eD8IPvNoZB
ICLR:10008346,ICLR,ATOM: A Pretrained Neural Operator for Multitask Molecular Dynamics,False,matrix_candidates,https://openreview.net/forum?id=e9cV4xSjbR
ICLR:10008368,ICLR,SparseD: Sparse Attention for Diffusion Language Models,False,matrix_candidates,https://openreview.net/forum?id=dwbrZtYP04
ICLR:10008419,ICLR,Bilevel Optimization with Lower-Level Uniform Convexity: Theory and Algorithm,False,matrix_candidates,https://openreview.net/forum?id=dJgb3ngAvT
ICLR:10008464,ICLR,Efficient Regression-based Training of Normalizing Flows for Boltzmann Generators,False,matrix_candidates,https://openreview.net/forum?id=ctdnzPxDI3
ICLR:10008475,ICLR,SoFlow: Solution Flow Models for One-Step Generative Modeling,False,matrix_candidates,https://openreview.net/forum?id=cjb03GNqYw
ICLR:10008540,ICLR,Zebra-CoT: A Dataset for Interleaved Vision-Language Reasoning,False,matrix_candidates,https://openreview.net/forum?id=c6XIVI3TiQ
ICLR:10008544,ICLR,Sparse Attention Adaptation for Long Reasoning,False,matrix_candidates,https://openreview.net/forum?id=c5BOcHM6J8
ICLR:10008604,ICLR,Physics-Informed Audio-Geometry-Grid Representation Learning for Universal Sound Source Localization,False,matrix_candidates,https://openreview.net/forum?id=bWXpJFesLS
ICLR:10008616,ICLR,DASH: Deterministic Attention Scheduling for High-throughput Reproducible LLM Training,True,matrix_candidates,https://openreview.net/forum?id=bMi5ssfPoM
ICLR:10008622,ICLR,LaplacianFormer:Rethinking Linear Attention with Laplacian Kernel,True,matrix_candidates,https://openreview.net/forum?id=bJZExGYWqx
ICLR:10008630,ICLR,Differentiable Model Predictive Control on the GPU,True,matrix_candidates,https://openreview.net/forum?id=bFYfV6c9zu
ICLR:10008758,ICLR,A State-Transition Framework for Efficient LLM Reasoning,False,matrix_candidates,https://openreview.net/forum?id=Zz8ikW4uWG
ICLR:10008790,ICLR,TyphoonMLA: A Mixed Naive-Absorb MLA Kernel For Shared Prefix,True,matrix_candidates,https://openreview.net/forum?id=ZfCCwJ4Wcs
ICLR:10008903,ICLR,PolicyFlow: Policy Optimization with Continuous Normalizing Flow in Reinforcement Learning,False,matrix_candidates,https://openreview.net/forum?id=YETCQLcKtn
ICLR:10008929,ICLR,QKV Projections Require a Fraction of Their Memory,True,matrix_candidates,https://openreview.net/forum?id=Xvpk1g02u2
ICLR:10008943,ICLR,Efficient Message-Passing Transformer for Error Correcting Codes,False,matrix_candidates,https://openreview.net/forum?id=Xk8cwnwu2e
ICLR:10008951,ICLR,Spectral Attention Steering for Prompt Highlighting,False,matrix_candidates,https://openreview.net/forum?id=XfLvGIFmAN
ICLR:10008967,ICLR,"Fewer Battles, More Gain: An Information-Efficient Framework for Arena-based LLM Evaluation",False,matrix_candidates,https://openreview.net/forum?id=XUVqFRp9oi
ICLR:10008984,ICLR,QVGen: Pushing the Limit of Quantized Video Generative Models,False,matrix_candidates,https://openreview.net/forum?id=XJXZXuTj11
ICLR:10008986,ICLR,To Compress or Not? Pushing the Frontier of Lossless GenAI Model Weights Compression with Exponent Concentration,False,matrix_candidates,https://openreview.net/forum?id=XI1CeufywD
ICLR:10009059,ICLR,Local Linear Attention: An Optimal Interpolation of Linear and Softmax Attention For Test-Time Regression,True,matrix_candidates,https://openreview.net/forum?id=WGpzi489XY
ICLR:10009120,ICLR,Mastering Sparse CUDA Generation through Pretrained Models and Deep Reinforcement Learning,False,matrix_candidates,https://openreview.net/forum?id=VdLEaGPYWT
ICLR:10009183,ICLR,Understanding the Learning Phases in Self-Supervised Learning via Critical Periods,False,matrix_candidates,https://openreview.net/forum?id=UxIRc97ecL
ICLR:10009189,ICLR,Scaling Attention via Feature Sparsity,True,matrix_candidates,https://openreview.net/forum?id=UspMJlGusi
ICLR:10009250,ICLR,Proper Velocity Neural Networks,False,matrix_candidates,https://openreview.net/forum?id=UDIYU1X3vC
ICLR:10009277,ICLR,SketchEvo: Leveraging Drawing Dynamics for Enhanced Image Synthesis,False,matrix_candidates,https://openreview.net/forum?id=Tsfxd4jDwJ
ICLR:10009288,ICLR,Trion: FFT-based Dynamic Subspace Selection for Low-Rank Adaptive Optimization of LLMs,True,matrix_candidates,https://openreview.net/forum?id=TkHjRwbMNl
ICLR:10009319,ICLR,SCOPED: Score–Curvature Out-of-distribution Proximity Evaluator for Diffusion,False,matrix_candidates,https://openreview.net/forum?id=TMLiG9Rk2J
ICLR:10009337,ICLR,BioTamperNet: Affinity-Guided State-Space Model Detecting Tampered Biomedical Images,False,matrix_candidates,https://openreview.net/forum?id=TB0Pdvxpm8
ICLR:10009375,ICLR,Deterministic Bounds and Random Estimates of Metric Tensors on Neuromanifolds,True,matrix_candidates,https://openreview.net/forum?id=Ssevs8KCsU
ICLR:10009389,ICLR,HARP: Hallucination Detection via Reasoning Subspace Projection,False,matrix_candidates,https://openreview.net/forum?id=ShEDWasmDG
ICLR:10009407,ICLR,Low-pass Personalized Subgraph Federated Recommendation,False,matrix_candidates,https://openreview.net/forum?id=SSd3GENRAU
ICLR:10009443,ICLR,Frequency-Domain Better than Time-Domain for Causal Structure Recovery in Dynamical Systems on Networks,False,matrix_candidates,https://openreview.net/forum?id=S1OCRfHJAg
ICLR:10009449,ICLR,Distilling to Hybrid Attention Models via KL-Guided Layer Selection,False,matrix_candidates,https://openreview.net/forum?id=RzbsHcFqIf
ICLR:10009492,ICLR,RACE Attention: A Strictly Linear-Time Attention for Long-Sequence Training,True,matrix_candidates,https://openreview.net/forum?id=RR8Lh8RHgA
ICLR:10009530,ICLR,Scaling Linear Attention Capacity with Sparse State Expansion,False,matrix_candidates,https://openreview.net/forum?id=R6DrJ4tnGV
ICLR:10009534,ICLR,Statistical Advantage of Softmax Attention: Insights from Single-Location Regression,False,matrix_candidates,https://openreview.net/forum?id=R44n1gZNjQ
ICLR:10009536,ICLR,Boosting Multi-Domain Reasoning of LLMs via Curvature-Guided Policy Optimization,False,matrix_candidates,https://openreview.net/forum?id=R2EZtdHWJT
ICLR:10009595,ICLR,QWHA: Quantization-Aware Walsh-Hadamard Adaptation for Parameter-Efficient Fine-Tuning on Large Language Models,True,matrix_candidates,https://openreview.net/forum?id=QMN4ERDdp4
ICLR:10009636,ICLR,Falcon: Fast Proximal Linearization of Normalized Cuts for Unsupervised Image Segmentation,True,matrix_candidates,https://openreview.net/forum?id=PvWHzAf9qp
ICLR:10009658,ICLR,Policy Newton Algorithm in Reproducing Kernel Hilbert Space,False,matrix_candidates,https://openreview.net/forum?id=PYnLd91wZY
ICLR:10009763,ICLR,TreeGrad-Ranker: Feature Ranking via $O(L)$-Time Gradients for Decision Trees,False,matrix_candidates,https://openreview.net/forum?id=OcMeNbkN13
ICLR:10009818,ICLR,Flow Along the $K$-Amplitude for Generative Modeling,False,matrix_candidates,https://openreview.net/forum?id=O224NIizhz
ICLR:10009860,ICLR,Token-Efficient Long-Term Interest Sketching and Internalized Reasoning for LLM-based Recommendation,False,matrix_candidates,https://openreview.net/forum?id=NVrXCKaEjM
ICLR:10009882,ICLR,CollectiveKV: Decoupling and Sharing Collaborative Information in Sequential Recommendation,False,matrix_candidates,https://openreview.net/forum?id=NCecQKw1Ni
ICLR:10009893,ICLR,FlexLinearAttention: Compiling a Unified Abstraction into Scalable Kernels for Linear Attention,True,matrix_candidates,https://openreview.net/forum?id=N4jJQvQSiN
ICLR:10009896,ICLR,Compositional amortized inference for large-scale hierarchical Bayesian models,False,matrix_candidates,https://openreview.net/forum?id=N3XCVHZGW5
ICLR:10010039,ICLR,Uncertainty-Aware Gaussian Map for Vision-Language Navigation,False,matrix_candidates,https://openreview.net/forum?id=LPv59noPAy
ICLR:10010115,ICLR,Pretrain–Test Task Alignment Governs Generalization in In-Context Learning,False,matrix_candidates,https://openreview.net/forum?id=KZLeg0MQ2r
ICLR:10010128,ICLR,Towards Efficient Optimizer Design for LLM via Structured Fisher Approximation with a Low-Rank Extension,True,matrix_candidates,https://openreview.net/forum?id=KUFZXdem5R
ICLR:10010171,ICLR,ULD-Net: Enabling Ultra-Low-Degree Fully Polynomial Networks for Homomorphically Encrypted Inference,False,matrix_candidates,https://openreview.net/forum?id=Jngc6oTe8R
ICLR:10010175,ICLR,A Study on PAVE Specification for Learnware,False,matrix_candidates,https://openreview.net/forum?id=JkKkquv5lw
ICLR:10010195,ICLR,Characteristic Root Analysis and Regularization for Linear Time Series Forecasting,False,matrix_candidates,https://openreview.net/forum?id=JTtwGRACte
ICLR:10010227,ICLR,HEAPr: Hessian-based Efficient Atomic Expert Pruning in Output Space,True,matrix_candidates,https://openreview.net/forum?id=JAbMgS7gl6
ICLR:10010369,ICLR,WSM: Decay-Free Learning Rate Schedule via Checkpoint Merging for LLM Pre-training,False,matrix_candidates,https://openreview.net/forum?id=HhThhjKyfw
ICLR:10010385,ICLR,Householder-Diagonalized Linear Attention (HDLA): Utilizing Enhanced Decay Mechanism for Efficient Sequence Modeling,True,matrix_candidates,https://openreview.net/forum?id=HVFjzaQeig
ICLR:10010449,ICLR,LoRA-S: An Efficient Low Rank Adaptation scheme via Sylvester equation,True,matrix_candidates,https://openreview.net/forum?id=Guo2XGgxZA
ICLR:10010504,ICLR,GAPrune: Gradient-Alignment Pruning for Domain-Aware Embeddings,False,matrix_candidates,https://openreview.net/forum?id=GLELajHnCo
ICLR:10010515,ICLR,Fisher-Rao Sensitivity for Out-of-Distribution Detection in Deep Neural Networks,False,matrix_candidates,https://openreview.net/forum?id=GEtOzC4MIi
ICLR:10010523,ICLR,Understanding and Relaxing the Limitations of Transformers for Linear Algebra,True,matrix_candidates,https://openreview.net/forum?id=GBkRMi3qjD
ICLR:10010570,ICLR,Hyper-SET: Designing Transformers via Hyperspherical Energy Minimization,False,matrix_candidates,https://openreview.net/forum?id=FinhjyDgYA
ICLR:10010610,ICLR,Revisiting Matrix Sketching in Linear  Bandits: Achieving Sublinear Regret via Dyadic Block Sketching,True,matrix_candidates,https://openreview.net/forum?id=FKEHiHU4bN
ICLR:10010642,ICLR,Gradient-Normalized Smoothness for Optimization with Approximate Hessians,False,matrix_candidates,https://openreview.net/forum?id=Epu8Lm6VMK
ICLR:10010651,ICLR,Learning to Weight Parameters for Training Data Attribution,False,matrix_candidates,https://openreview.net/forum?id=EhUkQp9Yah
ICLR:10010658,ICLR,ZeroTuning: Unlocking the Initial Token's Power to Enhance Large Language Models Without Training,False,matrix_candidates,https://openreview.net/forum?id=EdkQ14FiiO
ICLR:10010697,ICLR,Back to Square Roots: An Optimal Bound on the Matrix Factorization Error for Multi-Epoch Differentially Private SGD,True,matrix_candidates,https://openreview.net/forum?id=EEr6cADbZx
ICLR:10010735,ICLR,Taming Curvature: Architecture Warm-up for Stable Transformer Training,True,matrix_candidates,https://openreview.net/forum?id=DuNf2vPTTK
ICLR:10010772,ICLR,LLaVA-FA: Learning Fourier Approximation for Compressing Large Multimodal Models,False,matrix_candidates,https://openreview.net/forum?id=DYO9cA1uIU
ICLR:10010833,ICLR,FIRE: Frobenius-Isometry Reinitialization for Balancing the Stability–Plasticity Tradeoff,False,matrix_candidates,https://openreview.net/forum?id=CfZLxT3zIZ
ICLR:10011014,ICLR,Splat Feature Solver,True,matrix_candidates,https://openreview.net/forum?id=AepuXqQM4X
ICLR:10011040,ICLR,Selective Rotary Position Embedding,False,matrix_candidates,https://openreview.net/forum?id=AQo1SEElNb
ICLR:10011043,ICLR,Generalizing Linear Autoencoder Recommenders with Decoupled Expected Quadratic Loss,False,matrix_candidates,https://openreview.net/forum?id=ANH044Wdje
ICLR:10011078,ICLR,SPICE: Submodular Penalized Information–Conflict Selection for Efficient Large Language Model Training,False,matrix_candidates,https://openreview.net/forum?id=9rCRy58TPF
ICLR:10011085,ICLR,FedMuon: Federated Learning with Bias-corrected LMO-based Optimization,False,matrix_candidates,https://openreview.net/forum?id=9k7bvBVenZ
ICLR:10011090,ICLR,GIT-BO: High-Dimensional Bayesian Optimization with Tabular Foundation Models,False,matrix_candidates,https://openreview.net/forum?id=9iTdKS4SRQ
ICLR:10011144,ICLR,Enabling True Global Perception in State Space Models for Visual Tasks,False,matrix_candidates,https://openreview.net/forum?id=96p1eBUVaN
ICLR:10011231,ICLR,A Guardrail for Safety Preservation: When Safety-Sensitive Subspace Meets Harmful-Resistant Null-Space,False,matrix_candidates,https://openreview.net/forum?id=887vde4ZAW
ICLR:10011240,ICLR,Causal Discovery via Quantile Partial Effect,False,matrix_candidates,https://openreview.net/forum?id=80vdaC5DsD
ICLR:10011307,ICLR,Decoupling Dynamical Richness from Representation Learning: Towards Practical Measurement,False,matrix_candidates,https://openreview.net/forum?id=7Mbz5uSf2J
ICLR:10011336,ICLR,Emotions Where Art Thou: Understanding and Characterizing the Emotional Latent Space of Large Language Models,False,matrix_candidates,https://openreview.net/forum?id=72TN9UAtNI
ICLR:10011398,ICLR,Riemannian High-Order Pooling for Brain Foundation Models,False,matrix_candidates,https://openreview.net/forum?id=66h1sCMm7F
ICLR:10011416,ICLR,"PuzzleWorld: A Benchmark for Multimodal, Open-Ended Reasoning in Puzzlehunts",False,matrix_candidates,https://openreview.net/forum?id=5sAsjb2jCb
ICLR:10011463,ICLR,Fast and Stable Riemannian Metrics on SPD Manifolds via Cholesky Product Geometry,True,matrix_candidates,https://openreview.net/forum?id=5S8ruWKe8l
ICLR:10011495,ICLR,Streaming Visual Geometry Transformer,False,matrix_candidates,https://openreview.net/forum?id=5APgTKsnx8
ICLR:10011496,ICLR,Relatron: Automating Relational Machine Learning over Relational Databases,False,matrix_candidates,https://openreview.net/forum?id=59avbH4HnU
ICLR:10011586,ICLR,LinearSR: Unlocking Linear Attention for Stable and Efficient Image Super-Resolution,False,matrix_candidates,https://openreview.net/forum?id=41Pdz4r5aB
ICLR:10011587,ICLR,Hierarchical Multi-Stage Recovery Framework for Kronecker Compressed Sensing,True,matrix_candidates,https://openreview.net/forum?id=40e58sTE5F
ICLR:10011605,ICLR,Reducing Contextual Stochastic Bilevel Optimization via Structured Function Approximation,False,matrix_candidates,https://openreview.net/forum?id=3qzgB7QIDl
ICLR:10011619,ICLR,Is Finer Better? The Limits of Microscaling Formats in Large Language Models,False,matrix_candidates,https://openreview.net/forum?id=3jDSqfTSrn
ICLR:10011646,ICLR,MoM: Linear Sequence Modeling with Mixture-of-Memories,False,matrix_candidates,https://openreview.net/forum?id=3PdOq8Rgue
ICLR:10011677,ICLR,MHLA: Restoring Expressivity of Linear Attention via Token-Level Multi-Head,False,matrix_candidates,https://openreview.net/forum?id=340QjF3jJP
ICLR:10011679,ICLR,Dataless Weight Disentanglement in Task Arithmetic via Kronecker-Factored Approximate Curvature,False,matrix_candidates,https://openreview.net/forum?id=32mrjmaeMP
ICLR:10011680,ICLR,PiCa: Parameter-Efficient Fine-Tuning with Column Space Projection,False,matrix_candidates,https://openreview.net/forum?id=32G5SjCAMV
ICLR:10011694,ICLR,Large Scale Diffusion Distillation via Score-Regularized Continuous-Time Consistency,False,matrix_candidates,https://openreview.net/forum?id=2uNlM353RI
ICLR:10011722,ICLR,Robust Adaptive Multi-Step Predictive Shielding,False,matrix_candidates,https://openreview.net/forum?id=2bbqHOWFTU
ICLR:10011723,ICLR,"HiDrop: Hierarchical Vision Token Reduction in MLLMs via Late Injection, Concave Pyramid Pruning, and Early Exit",False,matrix_candidates,https://openreview.net/forum?id=2baJBgfr9S
ICLR:10011854,ICLR,Random-projection ensemble dimension reduction,False,matrix_candidates,https://openreview.net/forum?id=1Cl84lwpdv
ICLR:10011893,ICLR,Distributionally Robust Linear Regression with Block Lewis Weights,False,matrix_candidates,https://openreview.net/forum?id=0r1KU3dlps
ICLR:10011908,ICLR,MoGA: Mixture-of-Groups Attention for End-to-End Long Video Generation,False,matrix_candidates,https://openreview.net/forum?id=0hy9kJ1ULB
ICLR:10011970,ICLR,Orbital Transformers for Predicting Wavefunctions in Time-Dependent Density Functional Theory,False,matrix_candidates,https://openreview.net/forum?id=06I7jcrkW2
ICML:66626,ICML,SpreadsheetArena: Decomposing Preference in LLM Generation of Spreadsheet Workbooks,False,additional_candidates,https://openreview.net/forum?id=20x0qoSG2f
ICML:62651,ICML,S2M-Net: Spectral-Spatial Mixing with Morphology-Aware Adaptive Loss for Medical Image Segmentation,False,additional_candidates,https://openreview.net/forum?id=eh48NIgu9z
ICML:60558,ICML,IO-Adam: Rethinking Memory-Efficient Adaptive Optimizers from Gradient Computation,True,additional_candidates,https://openreview.net/forum?id=z0m3EhzhOH
ICML:60587,ICML,What Makes a Strong Model? A Unified Spectral Analysis of Knowledge Transfer over High-dimensional Linear Regression,False,additional_candidates,https://openreview.net/forum?id=ykWN4LG9vE
ICML:60698,ICML,TRACE: Trajectory Recovery for Continuous Mechanism Evolution in Causal Representation Learning,False,additional_candidates,https://openreview.net/forum?id=xRN1Ym2hoa
ICML:60716,ICML,Pix2Key: Controllable Open-Vocabulary Retrieval with Semantic Decomposition and Self-Supervised Visual Dictionary Learning,False,additional_candidates,https://openreview.net/forum?id=xFX7jtHi8H
ICML:60723,ICML,PSMix: Robust Point Cloud Recognition through  Spectral Domain Mixing,False,additional_candidates,https://openreview.net/forum?id=xCFGjhIVrt
ICML:60763,ICML,Capacity without Access: Reinterpreting the Mid-Depth Spectral Plateau in LLMs,False,additional_candidates,https://openreview.net/forum?id=wsw7Y085RY
ICML:60805,ICML,FUSE: Frequency-domain Unification and Spectral Energy Alignment for Multi-modal Object Re-Identification,False,additional_candidates,https://openreview.net/forum?id=wVGSzWj21L
ICML:60951,ICML,Spectral Guidance for Flexible and Efficient Control of Diffusion Models,False,additional_candidates,https://openreview.net/forum?id=v63OyiRoS2
ICML:60971,ICML,Spectral Gradient Descent Mitigates Anisotropy-Driven Misalignment: A Case Study in Phase Retrieval,False,additional_candidates,https://openreview.net/forum?id=uyizpRy7kS
